year,experiment,plot,subplot,bg.species,competition.density,host,mean.dam,leaves.dam,leaves.tot,prop.dam,native.density,nonnative.density,nonnative,origin,total.density,natdens.s,nondens.s
2016,competition,competition_5,competition_5,All,1,BD,3.333333333333333e-4,1,3,0.3333333333333333,4.5,272,1,non-native,276.5,-0.30379114134750446,0.01504320740917089
2016,competition,competition_5,competition_5,All,1,BH,0.003333333333333333,1,3,0.3333333333333333,4.5,272,1,non-native,276.5,-0.30379114134750446,0.01504320740917089
2016,competition,competition_5,competition_5,All,1,EG,0.003666666666666667,2,3,0.6666666666666666,4.5,272,0,native,276.5,-0.30379114134750446,0.01504320740917089
2016,competition,competition_5,competition_5,All,1,SP,0.003666666666666667,2,3,0.6666666666666666,4.5,272,0,native,276.5,-0.30379114134750446,0.01504320740917089
2016,competition,competition_5,competition_5,All,1,EG,0.017333333333333333,3,3,1,4.5,272,0,native,276.5,-0.30379114134750446,0.01504320740917089
2016,competition,competition_5,competition_5,All,1,SP,0.06666666666666667,3,3,1,4.5,272,0,native,276.5,-0.30379114134750446,0.01504320740917089
2016,competition,competition_8,competition_8,All,1,AB,0.001,3,3,1,7.5,423.5,1,non-native,431,-0.24890834989896715,0.37200165167061733
2016,competition,competition_8,competition_8,All,1,BD,0.004,3,3,1,7.5,423.5,1,non-native,431,-0.24890834989896715,0.37200165167061733
2016,competition,competition_8,competition_8,All,1,EG,3.333333333333333e-4,1,3,0.3333333333333333,7.5,423.5,0,native,431,-0.24890834989896715,0.37200165167061733
2016,competition,competition_8,competition_8,All,1,SP,0.003666666666666667,2,3,0.6666666666666666,7.5,423.5,0,native,431,-0.24890834989896715,0.37200165167061733
2016,competition,competition_8,competition_8,All,1,EG,0.006666666666666666,2,3,0.6666666666666666,7.5,423.5,0,native,431,-0.24890834989896715,0.37200165167061733
2016,competition,competition_8,competition_8,All,1,SP,0.13333333333333333,3,3,1,7.5,423.5,0,native,431,-0.24890834989896715,0.37200165167061733
2016,competition,competition_11,competition_11,All,1,AB,0.004,3,3,1,3.5,196.33333333333331,1,non-native,199.83333333333331,-0.32208540516368356,-0.16323966794253067
2016,competition,competition_11,competition_11,All,1,BD,0.017,2,3,0.6666666666666666,3.5,196.33333333333331,1,non-native,199.83333333333331,-0.32208540516368356,-0.16323966794253067
2016,competition,competition_11,competition_11,All,1,BH,3.333333333333333e-4,1,3,0.3333333333333333,3.5,196.33333333333331,1,non-native,199.83333333333331,-0.32208540516368356,-0.16323966794253067
2016,competition,competition_11,competition_11,All,1,EG,0.004,3,3,1,3.5,196.33333333333331,0,native,199.83333333333331,-0.32208540516368356,-0.16323966794253067
2016,competition,competition_11,competition_11,All,1,SP,0.017,2,3,0.6666666666666666,3.5,196.33333333333331,0,native,199.83333333333331,-0.32208540516368356,-0.16323966794253067
2016,competition,competition_11,competition_11,All,1,EG,0.006666666666666666,2,3,0.6666666666666666,3.5,196.33333333333331,0,native,199.83333333333331,-0.32208540516368356,-0.16323966794253067
2016,competition,competition_11,competition_11,All,1,SP,0.13333333333333333,3,3,1,3.5,196.33333333333331,0,native,199.83333333333331,-0.32208540516368356,-0.16323966794253067
2016,competition,competition_64,competition_64,AB seed,40,AB,0.006999999999999999,3,3,1,2,233.1111111111111,1,non-native,235.1111111111111,-0.34952680088795224,-0.07658528946762144
2016,competition,competition_64,competition_64,AB seed,40,SP,0.0055000000000000005,2,2,1,2,233.1111111111111,0,native,235.1111111111111,-0.34952680088795224,-0.07658528946762144
2016,competition,competition_64,competition_64,AB seed,40,EG,0.003333333333333333,1,3,0.3333333333333333,2,233.1111111111111,0,native,235.1111111111111,-0.34952680088795224,-0.07658528946762144
2016,competition,competition_64,competition_64,AB seed,40,SP,0.023333333333333334,3,3,1,2,233.1111111111111,0,native,235.1111111111111,-0.34952680088795224,-0.07658528946762144
2016,competition,competition_68,competition_68,BH seed,20,AB,5e-4,1,2,0.5,6,1354,1,non-native,1360,-0.27634974562323583,2.564409786226894
2016,competition,competition_68,competition_68,BH seed,20,BD,0.001,1,1,1,6,1354,1,non-native,1360,-0.27634974562323583,2.564409786226894
2016,competition,competition_68,competition_68,BH seed,20,BH,3.333333333333333e-4,1,3,0.3333333333333333,6,1354,1,non-native,1360,-0.27634974562323583,2.564409786226894
2016,competition,competition_68,competition_68,BH seed,20,EG,0.004,3,3,1,6,1354,0,native,1360,-0.27634974562323583,2.564409786226894
2016,competition,competition_68,competition_68,BH seed,20,EG,0.004,3,3,1,6,1354,0,native,1360,-0.27634974562323583,2.564409786226894
2016,competition,competition_68,competition_68,BH seed,20,SP,0.067,3,3,1,6,1354,0,native,1360,-0.27634974562323583,2.564409786226894
2016,competition,competition_70,competition_70,EG seed,80,AB,0.003666666666666667,2,3,0.6666666666666666,35.3333333333333,150,1,non-native,185.33333333333331,0.2602819929846841,-0.27240847707859456
2016,competition,competition_70,competition_70,EG seed,80,EG,0.004,3,3,1,35.3333333333333,150,0,native,185.33333333333331,0.2602819929846841,-0.27240847707859456
2016,competition,competition_70,competition_70,EG seed,80,SP,0.017,2,3,0.6666666666666666,35.3333333333333,150,0,native,185.33333333333331,0.2602819929846841,-0.27240847707859456
2016,competition,competition_70,competition_70,EG seed,80,EG,0.006666666666666666,2,3,0.6666666666666666,35.3333333333333,150,0,native,185.33333333333331,0.2602819929846841,-0.27240847707859456
2016,competition,competition_70,competition_70,EG seed,80,SP,0.003666666666666667,2,3,0.6666666666666666,35.3333333333333,150,0,native,185.33333333333331,0.2602819929846841,-0.27240847707859456
2016,competition,competition_72,competition_72,SP seed,40,AB,0.003666666666666667,2,3,0.6666666666666666,11,253,1,non-native,264,-0.18487842654234027,-0.029723858207776187
2016,competition,competition_72,competition_72,SP seed,40,BD,0.001,2,2,1,11,253,1,non-native,264,-0.18487842654234027,-0.029723858207776187
2016,competition,competition_72,competition_72,SP seed,40,EG,0.006666666666666666,2,3,0.6666666666666666,11,253,0,native,264,-0.18487842654234027,-0.029723858207776187
2016,competition,competition_72,competition_72,SP seed,40,SP,0.003333333333333333,1,3,0.3333333333333333,11,253,0,native,264,-0.18487842654234027,-0.029723858207776187
2016,competition,competition_72,competition_72,SP seed,40,EG,0.006999999999999999,3,3,1,11,253,0,native,264,-0.18487842654234027,-0.029723858207776187
2016,competition,competition_72,competition_72,SP seed,40,SP,0.006999999999999999,3,3,1,11,253,0,native,264,-0.18487842654234027,-0.029723858207776187
2016,competition,competition_74,competition_74,EG seed,10,AB,3.333333333333333e-4,1,3,0.3333333333333333,2,158,1,non-native,160,-0.34952680088795224,-0.25355918629251156
2016,competition,competition_74,competition_74,EG seed,10,EG,0.003666666666666667,2,3,0.6666666666666666,2,158,0,native,160,-0.34952680088795224,-0.25355918629251156
2016,competition,competition_74,competition_74,EG seed,10,EG,0.18366666666666667,3,3,1,2,158,0,native,160,-0.34952680088795224,-0.25355918629251156
2016,competition,competition_74,competition_74,EG seed,10,SP,0.023333333333333334,3,3,1,2,158,0,native,160,-0.34952680088795224,-0.25355918629251156
2016,competition,competition_80,competition_80,BH seed,10,AB,0.003666666666666667,2,3,0.6666666666666666,5,527.7777777777777,1,non-native,532.7777777777777,-0.29464400943941493,0.6176969211531016
2016,competition,competition_80,competition_80,BH seed,10,BH,0.001,2,2,1,5,527.7777777777777,1,non-native,532.7777777777777,-0.29464400943941493,0.6176969211531016
2016,competition,competition_80,competition_80,BH seed,10,EG,0.003666666666666667,2,3,0.6666666666666666,5,527.7777777777777,0,native,532.7777777777777,-0.29464400943941493,0.6176969211531016
2016,competition,competition_80,competition_80,BH seed,10,SP,0.004,3,3,1,5,527.7777777777777,0,native,532.7777777777777,-0.29464400943941493,0.6176969211531016
2016,competition,competition_80,competition_80,BH seed,10,EG,0.001,3,3,1,5,527.7777777777777,0,native,532.7777777777777,-0.29464400943941493,0.6176969211531016
2016,competition,competition_80,competition_80,BH seed,10,SP,0.03666666666666667,3,3,1,5,527.7777777777777,0,native,532.7777777777777,-0.29464400943941493,0.6176969211531016
2016,competition,competition_81,competition_81,BH seed,100,AB,5e-4,1,2,0.5,5,1022.2222222222222,1,non-native,1027.2222222222222,-0.29464400943941493,1.7826878100151746
2016,competition,competition_81,competition_81,BH seed,100,BH,0.001,1,1,1,5,1022.2222222222222,1,non-native,1027.2222222222222,-0.29464400943941493,1.7826878100151746
2016,competition,competition_81,competition_81,BH seed,100,EG,6.666666666666666e-4,2,3,0.6666666666666666,5,1022.2222222222222,0,native,1027.2222222222222,-0.29464400943941493,1.7826878100151746
2016,competition,competition_81,competition_81,BH seed,100,SP,6.666666666666666e-4,2,3,0.6666666666666666,5,1022.2222222222222,0,native,1027.2222222222222,-0.29464400943941493,1.7826878100151746
2016,competition,competition_81,competition_81,BH seed,100,EG,6.666666666666666e-4,2,3,0.6666666666666666,5,1022.2222222222222,0,native,1027.2222222222222,-0.29464400943941493,1.7826878100151746
2016,competition,competition_81,competition_81,BH seed,100,SP,0.05333333333333333,3,3,1,5,1022.2222222222222,0,native,1027.2222222222222,-0.29464400943941493,1.7826878100151746
2016,competition,competition_82,competition_82,AB seed,100,AB,0.006999999999999999,3,3,1,5,215,1,non-native,220,-0.29464400943941493,-0.11925798944167035
2016,competition,competition_82,competition_82,AB seed,100,EG,6.666666666666666e-4,2,3,0.6666666666666666,5,215,0,native,220,-0.29464400943941493,-0.11925798944167035
2016,competition,competition_82,competition_82,AB seed,100,EG,0.006666666666666666,2,3,0.6666666666666666,5,215,0,native,220,-0.29464400943941493,-0.11925798944167035
2016,competition,competition_82,competition_82,AB seed,100,SP,0.033666666666666664,3,3,1,5,215,0,native,220,-0.29464400943941493,-0.11925798944167035
2016,competition,competition_84,competition_84,EG adult,8,AB,0.006666666666666666,2,3,0.6666666666666666,11,183.5555555555556,1,non-native,194.5555555555556,-0.18487842654234027,-0.19334617405919086
2016,competition,competition_84,competition_84,EG adult,8,EG,0.003333333333333333,1,3,0.3333333333333333,11,183.5555555555556,0,native,194.5555555555556,-0.18487842654234027,-0.19334617405919086
2016,competition,competition_84,competition_84,EG adult,8,SP,0.006999999999999999,3,3,1,11,183.5555555555556,0,native,194.5555555555556,-0.18487842654234027,-0.19334617405919086
2016,competition,competition_84,competition_84,EG adult,8,EG,0.001,3,3,1,11,183.5555555555556,0,native,194.5555555555556,-0.18487842654234027,-0.19334617405919086
2016,competition,competition_84,competition_84,EG adult,8,SP,0.017,2,3,0.6666666666666666,11,183.5555555555556,0,native,194.5555555555556,-0.18487842654234027,-0.19334617405919086
2016,competition,competition_85,competition_85,EG adult,4,AB,0.003333333333333333,1,3,0.3333333333333333,17,93.8888888888889,1,non-native,110.8888888888889,-0.07511284364526562,-0.40461530828653763
2016,competition,competition_85,competition_85,EG adult,4,BH,5e-4,1,2,0.5,17,93.8888888888889,1,non-native,110.8888888888889,-0.07511284364526562,-0.40461530828653763
2016,competition,competition_85,competition_85,EG adult,4,EG,3.333333333333333e-4,1,3,0.3333333333333333,17,93.8888888888889,0,native,110.8888888888889,-0.07511284364526562,-0.40461530828653763
2016,competition,competition_85,competition_85,EG adult,4,SP,3.333333333333333e-4,1,3,0.3333333333333333,17,93.8888888888889,0,native,110.8888888888889,-0.07511284364526562,-0.40461530828653763
2016,competition,competition_85,competition_85,EG adult,4,EG,0.003333333333333333,1,3,0.3333333333333333,17,93.8888888888889,0,native,110.8888888888889,-0.07511284364526562,-0.40461530828653763
2016,competition,competition_85,competition_85,EG adult,4,SP,0.023333333333333334,3,3,1,17,93.8888888888889,0,native,110.8888888888889,-0.07511284364526562,-0.40461530828653763
2016,competition,competition_86,competition_86,SP seed,10,EG,3.333333333333333e-4,1,3,0.3333333333333333,10,95,0,native,105,-0.20317269035851937,-0.4019973512329151
2016,competition,competition_86,competition_86,SP seed,10,EG,6.666666666666666e-4,2,3,0.6666666666666666,10,95,0,native,105,-0.20317269035851937,-0.4019973512329151
2016,competition,competition_86,competition_86,SP seed,10,SP,0.003333333333333333,1,3,0.3333333333333333,10,95,0,native,105,-0.20317269035851937,-0.4019973512329151
2016,competition,competition_43,competition_43,SP adult,6,AB,0.003666666666666667,2,3,0.6666666666666666,11,102,1,non-native,113,-0.18487842654234027,-0.38550422179509247
2016,competition,competition_43,competition_43,SP adult,6,BD,3.333333333333333e-4,1,3,0.3333333333333333,11,102,1,non-native,113,-0.18487842654234027,-0.38550422179509247
2016,competition,competition_43,competition_43,SP adult,6,EG,0.006999999999999999,3,3,1,11,102,0,native,113,-0.18487842654234027,-0.38550422179509247
2016,competition,competition_43,competition_43,SP adult,6,SP,0.01,3,3,1,11,102,0,native,113,-0.18487842654234027,-0.38550422179509247
2016,competition,competition_43,competition_43,SP adult,6,SP,3.333333333333333e-4,1,3,0.3333333333333333,11,102,0,native,113,-0.18487842654234027,-0.38550422179509247
2016,competition,competition_88,competition_88,EG seed,40,AB,6.666666666666666e-4,2,3,0.6666666666666666,248,53,1,non-native,301,4.150862097892109,-0.5009561278598507
2016,competition,competition_88,competition_88,EG seed,40,BD,6.666666666666666e-4,2,3,0.6666666666666666,248,53,1,non-native,301,4.150862097892109,-0.5009561278598507
2016,competition,competition_88,competition_88,EG seed,40,BH,3.333333333333333e-4,1,3,0.3333333333333333,248,53,1,non-native,301,4.150862097892109,-0.5009561278598507
2016,competition,competition_88,competition_88,EG seed,40,EG,0.003666666666666667,2,3,0.6666666666666666,248,53,0,native,301,4.150862097892109,-0.5009561278598507
2016,competition,competition_88,competition_88,EG seed,40,SP,0.001,3,3,1,248,53,0,native,301,4.150862097892109,-0.5009561278598507
2016,competition,competition_88,competition_88,EG seed,40,SP,0.05,3,3,1,248,53,0,native,301,4.150862097892109,-0.5009561278598507
2016,competition,competition_94,competition_94,SP seed,100,AB,0.003666666666666667,2,3,0.6666666666666666,16,164.2222222222222,1,non-native,180.2222222222222,-0.09340710746144473,-0.23889862679222487
2016,competition,competition_94,competition_94,SP seed,100,BD,5e-4,1,2,0.5,16,164.2222222222222,1,non-native,180.2222222222222,-0.09340710746144473,-0.23889862679222487
2016,competition,competition_94,competition_94,SP seed,100,EG,0.004,3,3,1,16,164.2222222222222,0,native,180.2222222222222,-0.09340710746144473,-0.23889862679222487
2016,competition,competition_94,competition_94,SP seed,100,SP,0.020333333333333332,3,3,1,16,164.2222222222222,0,native,180.2222222222222,-0.09340710746144473,-0.23889862679222487
2016,competition,competition_98,competition_98,AB seed,20,AB,0.006666666666666666,2,3,0.6666666666666666,4,84.2222222222222,1,non-native,88.2222222222222,-0.31293827325559403,-0.4273915346530547
2016,competition,competition_98,competition_98,AB seed,20,EG,0.006999999999999999,3,3,1,4,84.2222222222222,0,native,88.2222222222222,-0.31293827325559403,-0.4273915346530547
2016,competition,competition_98,competition_98,AB seed,20,SP,0.005,1,2,0.5,4,84.2222222222222,0,native,88.2222222222222,-0.31293827325559403,-0.4273915346530547
2016,competition,competition_98,competition_98,AB seed,20,EG,0.01,3,3,1,4,84.2222222222222,0,native,88.2222222222222,-0.31293827325559403,-0.4273915346530547
2016,competition,competition_98,competition_98,AB seed,20,SP,0.023333333333333334,3,3,1,4,84.2222222222222,0,native,88.2222222222222,-0.31293827325559403,-0.4273915346530547
2016,competition,competition_99,competition_99,BD seed,40,AB,0.01,3,3,1,12,185.66666666666669,1,non-native,197.66666666666669,-0.16658416272616117,-0.18837205565730789
2016,competition,competition_99,competition_99,BD seed,40,EG,0.003666666666666667,2,3,0.6666666666666666,12,185.66666666666669,0,native,197.66666666666669,-0.16658416272616117,-0.18837205565730789
2016,competition,competition_99,competition_99,BD seed,40,SP,0.003666666666666667,2,3,0.6666666666666666,12,185.66666666666669,0,native,197.66666666666669,-0.16658416272616117,-0.18837205565730789
2016,competition,competition_99,competition_99,BD seed,40,EG,0.006999999999999999,3,3,1,12,185.66666666666669,0,native,197.66666666666669,-0.16658416272616117,-0.18837205565730789
2016,competition,competition_99,competition_99,BD seed,40,SP,0.033666666666666664,3,3,1,12,185.66666666666669,0,native,197.66666666666669,-0.16658416272616117,-0.18837205565730789
2016,competition,competition_101,competition_101,EG adult,8,AB,0.004,3,3,1,18,47.3333333333333,1,non-native,65.3333333333333,-0.05681857982908651,-0.5143077088333262
2016,competition,competition_101,competition_101,EG adult,8,BD,0.01,1,1,1,18,47.3333333333333,1,non-native,65.3333333333333,-0.05681857982908651,-0.5143077088333262
2016,competition,competition_101,competition_101,EG adult,8,EG,0.08666666666666666,2,3,0.6666666666666666,18,47.3333333333333,0,native,65.3333333333333,-0.05681857982908651,-0.5143077088333262
2016,competition,competition_101,competition_101,EG adult,8,SP,0.004,3,3,1,18,47.3333333333333,0,native,65.3333333333333,-0.05681857982908651,-0.5143077088333262
2016,competition,competition_101,competition_101,EG adult,8,EG,0.01,3,3,1,18,47.3333333333333,0,native,65.3333333333333,-0.05681857982908651,-0.5143077088333262
2016,competition,competition_101,competition_101,EG adult,8,SP,0.023333333333333334,3,3,1,18,47.3333333333333,0,native,65.3333333333333,-0.05681857982908651,-0.5143077088333262
2016,competition,competition_31,competition_31,SP adult,10,AB,0.087,3,3,1,17,72.6666666666667,1,non-native,89.6666666666667,-0.07511284364526562,-0.45461828801073
2016,competition,competition_31,competition_31,SP adult,10,BD,0.05,1,1,1,17,72.6666666666667,1,non-native,89.6666666666667,-0.07511284364526562,-0.45461828801073
2016,competition,competition_31,competition_31,SP adult,10,BH,0.001,1,1,1,17,72.6666666666667,1,non-native,89.6666666666667,-0.07511284364526562,-0.45461828801073
2016,competition,competition_31,competition_31,SP adult,10,EG,0.001,3,3,1,17,72.6666666666667,0,native,89.6666666666667,-0.07511284364526562,-0.45461828801073
2016,competition,competition_31,competition_31,SP adult,10,SP,0.001,1,1,1,17,72.6666666666667,0,native,89.6666666666667,-0.07511284364526562,-0.45461828801073
2016,competition,competition_31,competition_31,SP adult,10,EG,0.033666666666666664,2,3,0.6666666666666666,17,72.6666666666667,0,native,89.6666666666667,-0.07511284364526562,-0.45461828801073
2016,competition,competition_31,competition_31,SP adult,10,SP,0.020333333333333332,3,3,1,17,72.6666666666667,0,native,89.6666666666667,-0.07511284364526562,-0.45461828801073
2016,competition,competition_104,competition_104,SP seed,10,AB,6.666666666666666e-4,2,3,0.6666666666666666,15,56,1,non-native,71,-0.11170137127762383,-0.4938876438150696
2016,competition,competition_104,competition_104,SP seed,10,BD,5e-4,1,2,0.5,15,56,1,non-native,71,-0.11170137127762383,-0.4938876438150696
2016,competition,competition_104,competition_104,SP seed,10,BH,3.333333333333333e-4,1,3,0.3333333333333333,15,56,1,non-native,71,-0.11170137127762383,-0.4938876438150696
2016,competition,competition_104,competition_104,SP seed,10,EG,6.666666666666666e-4,2,3,0.6666666666666666,15,56,0,native,71,-0.11170137127762383,-0.4938876438150696
2016,competition,competition_104,competition_104,SP seed,10,SP,3.333333333333333e-4,1,3,0.3333333333333333,15,56,0,native,71,-0.11170137127762383,-0.4938876438150696
2016,competition,competition_104,competition_104,SP seed,10,EG,0.033666666666666664,3,3,1,15,56,0,native,71,-0.11170137127762383,-0.4938876438150696
2016,competition,competition_104,competition_104,SP seed,10,SP,0.05,3,3,1,15,56,0,native,71,-0.11170137127762383,-0.4938876438150696
2016,competition,competition_106,competition_106,BD seed,10,AB,5e-4,1,2,0.5,2,174.1111111111111,1,non-native,176.1111111111111,-0.34952680088795224,-0.2155988090149834
2016,competition,competition_106,competition_106,BD seed,10,BD,0.0055000000000000005,2,2,1,2,174.1111111111111,1,non-native,176.1111111111111,-0.34952680088795224,-0.2155988090149834
2016,competition,competition_106,competition_106,BD seed,10,EG,3.333333333333333e-4,1,3,0.3333333333333333,2,174.1111111111111,0,native,176.1111111111111,-0.34952680088795224,-0.2155988090149834
2016,competition,competition_106,competition_106,BD seed,10,EG,3.333333333333333e-4,1,3,0.3333333333333333,2,174.1111111111111,0,native,176.1111111111111,-0.34952680088795224,-0.2155988090149834
2016,competition,competition_106,competition_106,BD seed,10,SP,0.01,3,3,1,2,174.1111111111111,0,native,176.1111111111111,-0.34952680088795224,-0.2155988090149834
2016,competition,competition_107,competition_107,EG seed,100,BH,5e-4,1,2,0.5,378,142,1,non-native,520,6.529116393995392,-0.29125776786467755
2016,competition,competition_107,competition_107,EG seed,100,EG,0.006666666666666666,2,3,0.6666666666666666,378,142,0,native,520,6.529116393995392,-0.29125776786467755
2016,competition,competition_107,competition_107,EG seed,100,EG,0.003666666666666667,2,3,0.6666666666666666,378,142,0,native,520,6.529116393995392,-0.29125776786467755
2016,competition,competition_107,competition_107,EG seed,100,SP,0.023333333333333334,3,3,1,378,142,0,native,520,6.529116393995392,-0.29125776786467755
2016,competition,competition_108,competition_108,AB seed,100,AB,6.666666666666666e-4,2,3,0.6666666666666666,13,110.4444444444444,1,non-native,123.4444444444444,-0.14828989890998204,-0.36560774818756053
2016,competition,competition_108,competition_108,AB seed,100,BD,0.001,1,1,1,13,110.4444444444444,1,non-native,123.4444444444444,-0.14828989890998204,-0.36560774818756053
2016,competition,competition_108,competition_108,AB seed,100,BH,6.666666666666666e-4,2,3,0.6666666666666666,13,110.4444444444444,1,non-native,123.4444444444444,-0.14828989890998204,-0.36560774818756053
2016,competition,competition_108,competition_108,AB seed,100,EG,0.004,3,3,1,13,110.4444444444444,0,native,123.4444444444444,-0.14828989890998204,-0.36560774818756053
2016,competition,competition_108,competition_108,AB seed,100,SP,3.333333333333333e-4,1,3,0.3333333333333333,13,110.4444444444444,0,native,123.4444444444444,-0.14828989890998204,-0.36560774818756053
2016,competition,competition_108,competition_108,AB seed,100,EG,0.004,3,3,1,13,110.4444444444444,0,native,123.4444444444444,-0.14828989890998204,-0.36560774818756053
2016,competition,competition_108,competition_108,AB seed,100,SP,0.033666666666666664,3,3,1,13,110.4444444444444,0,native,123.4444444444444,-0.14828989890998204,-0.36560774818756053
2016,competition,competition_32,competition_32,SP adult,10,AB,0.006999999999999999,3,3,1,25,42,1,non-native,67,0.07124126688416725,-0.5268739026907148
2016,competition,competition_32,competition_32,SP adult,10,BH,0.08333333333333334,1,3,0.3333333333333333,25,42,1,non-native,67,0.07124126688416725,-0.5268739026907148
2016,competition,competition_32,competition_32,SP adult,10,EG,0.003666666666666667,2,3,0.6666666666666666,25,42,0,native,67,0.07124126688416725,-0.5268739026907148
2016,competition,competition_32,competition_32,SP adult,10,SP,0.006666666666666666,2,3,0.6666666666666666,25,42,0,native,67,0.07124126688416725,-0.5268739026907148
2016,competition,competition_32,competition_32,SP adult,10,EG,6.666666666666666e-4,2,3,0.6666666666666666,25,42,0,native,67,0.07124126688416725,-0.5268739026907148
2016,competition,competition_32,competition_32,SP adult,10,SP,0.020333333333333332,3,3,1,25,42,0,native,67,0.07124126688416725,-0.5268739026907148
2016,competition,competition_111,competition_111,BD seed,20,AB,0.03666666666666667,2,3,0.6666666666666666,9,139,1,non-native,148,-0.22146695417469847,-0.29832625190945866
2016,competition,competition_111,competition_111,BD seed,20,BD,0.0255,2,2,1,9,139,1,non-native,148,-0.22146695417469847,-0.29832625190945866
2016,competition,competition_111,competition_111,BD seed,20,EG,6.666666666666666e-4,2,3,0.6666666666666666,9,139,0,native,148,-0.22146695417469847,-0.29832625190945866
2016,competition,competition_111,competition_111,BD seed,20,SP,0.005,1,2,0.5,9,139,0,native,148,-0.22146695417469847,-0.29832625190945866
2016,competition,competition_111,competition_111,BD seed,20,EG,6.666666666666666e-4,2,3,0.6666666666666666,9,139,0,native,148,-0.22146695417469847,-0.29832625190945866
2016,competition,competition_111,competition_111,BD seed,20,SP,0.023333333333333334,3,3,1,9,139,0,native,148,-0.22146695417469847,-0.29832625190945866
2016,competition,competition_112,competition_112,BH seed,40,EG,6.666666666666666e-4,2,3,0.6666666666666666,7,1332.111111111111,0,native,1339.111111111111,-0.2580554818070567,2.512836032270528
2016,competition,competition_112,competition_112,BH seed,40,SP,0.01,3,3,1,7,1332.111111111111,0,native,1339.111111111111,-0.2580554818070567,2.512836032270528
2016,competition,competition_113,competition_113,BD seed,20,AB,0.006999999999999999,3,3,1,18,307.2222222222222,1,non-native,325.2222222222222,-0.05681857982908651,0.09803244600900834
2016,competition,competition_113,competition_113,BD seed,20,BD,0.001,1,1,1,18,307.2222222222222,1,non-native,325.2222222222222,-0.05681857982908651,0.09803244600900834
2016,competition,competition_113,competition_113,BD seed,20,BH,6.666666666666666e-4,2,3,0.6666666666666666,18,307.2222222222222,1,non-native,325.2222222222222,-0.05681857982908651,0.09803244600900834
2016,competition,competition_113,competition_113,BD seed,20,EG,0.001,3,3,1,18,307.2222222222222,0,native,325.2222222222222,-0.05681857982908651,0.09803244600900834
2016,competition,competition_113,competition_113,BD seed,20,SP,0.006999999999999999,3,3,1,18,307.2222222222222,0,native,325.2222222222222,-0.05681857982908651,0.09803244600900834
2016,competition,competition_113,competition_113,BD seed,20,SP,0.004,3,3,1,18,307.2222222222222,0,native,325.2222222222222,-0.05681857982908651,0.09803244600900834
2016,competition,competition_114,competition_114,AB seed,20,AB,0.001,3,3,1,16,68.8888888888889,1,non-native,84.8888888888889,-0.09340710746144473,-0.46351934199304695
2016,competition,competition_114,competition_114,AB seed,20,EG,0.004,3,3,1,16,68.8888888888889,0,native,84.8888888888889,-0.09340710746144473,-0.46351934199304695
2016,competition,competition_114,competition_114,AB seed,20,SP,0.005,1,2,0.5,16,68.8888888888889,0,native,84.8888888888889,-0.09340710746144473,-0.46351934199304695
2016,competition,competition_114,competition_114,AB seed,20,EG,6.666666666666666e-4,2,3,0.6666666666666666,16,68.8888888888889,0,native,84.8888888888889,-0.09340710746144473,-0.46351934199304695
2016,competition,competition_114,competition_114,AB seed,20,SP,0.01,3,3,1,16,68.8888888888889,0,native,84.8888888888889,-0.09340710746144473,-0.46351934199304695
